seed question,unseeded question,bm25 score,FK,TCF,,Combined
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,Wat is een huis in duitsland waard?,15.594.696.877.956.100,0,0,,0
Wat is de  dichtbijzijnde  luchthaven in duitsland vanaf nederland?,Wat is de kindersterfte in nederland?,15.572.752.378.186.200,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Kunnen je emoties echt je geheugen aantasten?,2.042.499.879.465.030,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Kunnen de wortels van een fluweelboom de riolering aantasten?,1.854.548.192.837.020,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Kan citroenzuur emaille aantasten?,14.739.039.153.599.100,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Kan schoonmaakazijn rubber aantasten?,14.739.039.153.599.100,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Zal gekleurd water mijn waterkoker aantasten?,13.245.291.361.606.000,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Kan poly neuropathie de lever aantasten?,13.245.291.361.606.000,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Kan het gebruik van medicijnen je geheugen op de lange termijn aantasten?,11.840.510.462.737.300,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,zit er in knoflook een zuur wat je huid zou kunnen aantasten?,11.840.510.462.737.300,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,kan een metalen backcover voor iphone het bereik aantasten?,11.497.453.912.705.500,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Is het verhaal van de oplossing voor het aantasten van het Washington Monument waar?,1.056.777.727.661.220,0,0,,0
Kunnen nekzenuwem je oogzenuwen aantasten?,Kunnen buizerds je aanvallen?,10.432.165.937.569.500,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Zijn er clouds met FTP ondersteuning?,17.446.402.489.941.100,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Bestaan er slangen met poten?,14.068.215.370.903.100,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Zijn online casino's te vertrouwen?,13.952.298.617.504.200,0,0,,0
Bestaan er casino's met iPad ondersteuning?,"Wat gebeurd er met bestaande Picasa albums, nu de ondersteuning stopt?",13.919.640.629.896.700,0,0,,0
Bestaan er casino's met iPad ondersteuning?,"Waarom mogen er meer casino's, niet van HC bijkomen?",1.388.904.381.452.160,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Bestaan er mensen met abnormale gaven?,13.355.334.245.187.400,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Bestaan er ook groentegerechten met koffie(saus)?,13.355.334.245.187.400,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Bestaan er vervoermiddelen met een hurktoilet?,13.355.334.245.187.400,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Bestaan er vegetariÃ«rs met overgewicht?,13.355.334.245.187.400,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Bestaan er mensen met een staart?,13.355.334.245.187.400,0,0,,0
Bestaan er casino's met iPad ondersteuning?,Bestaan er simonly abbonementen met internet?,13.355.334.245.187.400,0,0,,0
Wat is het allerkleinste dier op aarde?,Wat is het kleinste dier op aarde?,23.555.903.176.116.900,1,1,,1
Wat is het allerkleinste dier op aarde?,Wat is het meest nutteloze dier op aarde?,2.247.209.118.266.000,0,1,,2
Wat is het allerkleinste dier op aarde?,Wat is het grootste dier op aarde in deze tijd?,20.578.453.363.284.400,0,0,,0
Wat is het allerkleinste dier op aarde?,Wie is het slimste dier op de aarde?,20.098.314.888.200.100,0,0,,0
Wat is het allerkleinste dier op aarde?,Wat is de allerkleinste handdoek voor op reis?,1.922.591.051.127.670,0,0,,0
Wat is het allerkleinste dier op aarde?,Welk dier leeft het korste op aarde?,1.917.323.320.114.850,0,0,,0
Wat is het allerkleinste dier op aarde?,Welk dier op aarde leeft het kortst?,1.917.323.320.114.850,0,0,,0
Wat is het allerkleinste dier op aarde?,Hoe snel vliegt het snelste dier op aarde?,18.291.068.762.732.000,0,0,,0
Wat is het allerkleinste dier op aarde?,Waaruit is het allerkleinste deeltje opgebouwd?,18.088.451.609.120.600,0,0,,0
Wat is het allerkleinste dier op aarde?,wat is het grootste dier dat ooit op de aarde heeft geleefd?,16.974.342.757.110.900,0,0,,0
Wat is het allerkleinste dier op aarde?,wat is het grootste dier dat nu nog op de aarde leeft?,16.974.342.757.110.900,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Hoe lang slapen kinderen nog 's middags?,2.642.086.016.896.370,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Helpt slapen tegen wallen?,25.590.631.225.207.400,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Helpt even een uurtje slapen tussendoor tegen de moeheid als je heel moe bent?,2.521.193.171.993.480,1,1,About the same questions,1
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Is s'middags slapen slecht?,20.741.925.562.795.500,1,1,,1
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Snachts slecht slapen volgende dag toets slecht maken?,2.068.695.731.836.990,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Is het voor een kind van net 2 niet te vroeg om niet meer 's middags te slapen?,20.251.982.191.160.500,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,wat kan ik doen tegen mijn avonddipjes (moeheid na een dag zittend werk) zodat ik 's avonds nog iets fysieks kan doen?,19.526.265.976.138.000,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Wat te doen tegen moeheid?,18.928.566.796.733.100,0,1,,2
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Ik eet meestal rond 7 uur mijn avondeten en eet daarna niks meer tot de volgende dag 3 uur 's middags. Is dit heel slecht?,1.810.934.070.892.930,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Waarom krijg ik 's middags soms een  middagdip?,18.038.821.680.261.200,0,0,,0
Helpt 's middags slapen tegen de moeheid voor de volgende dag?,Zijn er tips tegen moeheid??,179.693.962.373.921,0,1,,2
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft er iemand WEL goede ervaringen met vakantieveilingen.nl,2.475.260.323.933.990,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,schimmel infectie in de mond,24.330.833.583.047.900,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen goede of slechte met de organisatie Arca ?,24.008.129.274.383.400,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen met de huidproducten van Rituals?,2.304.349.650.399.160,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen met scoliose(operatie)?,2.293.558.794.720.780,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen met keurkozijn?,2.293.558.794.720.780,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen met: www.9footballshirts.com ?,2.293.558.794.720.780,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen met 123stuntprijs.nl,2.293.558.794.720.780,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen met de Samba stofzuigrobot?,22.258.664.282.015.000,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Ik wil een pittenzak bij www.pittenzak.nl kopen. Heeft iemand goede ervaringen met deze pittenzakken?,2.192.344.755.681.030,0,0,,0
Heeft iemand goede ervaringen met daktarin (nagellak bij schimmel infectie van de nagel)?,Heeft iemand ervaringen met Direct Wonen?,2.177.336.890.778.550,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,Waarom gaan chemische reacties sneller als er plasma bij betrokken is?,2.062.934.344.799.230,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,Kan een water druppel een katalysator zijn?,1.916.942.891.400.880,1,1,,1
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,hoe werkt paracetamol in het lichaam?(chemische reacties),1.826.954.321.961.340,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,Bestaan er websites of computerprogramma's waarmee je chemische reacties kunt simuleren?,18.251.855.668.333.300,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,Werken enzymen als katalysator?,1.750.028.610.323.090,0,1,,2
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,hoeveel chemische reacties vinden er per seconde plaats in een lichaamscel bij benadering?,16.886.429.940.039.300,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,de chemische reacties op mars zouden die dezelfde zijn zoals op de maan?,1.605.364.816.854.430,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,Zijn er banen waarbij je als verpleegkundige reguliere tijden kunt werken?,15.149.309.061.292.800,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,Zijn er oefeningen waarbij je bij je maag afvalt?,14.534.723.724.367.300,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,Zijn er zoekmachines die in de reacties op GV kunnen zoeken?,1.416.669.718.653.490,0,0,,0
Zijn  er chemische reacties waarbij water optreedt als 'katalysator'?,waarom er inversie optreedt als je olie bij water-eigeel doet? (maken van mayonaise),14.077.334.567.208.200,0,0,,0
Welke hapjes of snacks kan je maken met als thema Halloween?,waren in 1962 speciale snacks/hapjes?,23.489.698.900.682.300,0,0,,0
Welke hapjes of snacks kan je maken met als thema Halloween?,Welke snacks kun je in de magnetron doen?,17.365.170.512.304.500,0,0,,0
Welke hapjes of snacks kan je maken met als thema Halloween?,"Wat zijn simpelen, luxe, hapjes wat je zelf kan maken?",1.721.574.115.252.170,0,1,,2
Welke hapjes of snacks kan je maken met als thema Halloween?,Welke woorden die te maken hebben met het thema sinterklaas zijn er?,17.154.147.883.215.600,0,0,,0
Welke hapjes of snacks kan je maken met als thema Halloween?,Wat zijn makkelijke/lekkere hapjes en snacks om te serveren op een kinderverjaardag (1 jaar)?,16.132.386.049.232.400,0,1,,2
Welke hapjes of snacks kan je maken met als thema Halloween?,Wat knutselen met als thema BelgiÃ«?,1.554.222.858.842.360,0,0,,0
Welke hapjes of snacks kan je maken met als thema Halloween?,"wat kan je eten met het thema ""weerwolven""?",1.534.528.379.967.880,0,1,Almost the same,2
Welke hapjes of snacks kan je maken met als thema Halloween?,Welke historische kunstenaar deed veel met het thema Afrika?,15.175.666.869.751.900,0,0,,0
Welke hapjes of snacks kan je maken met als thema Halloween?,Welke snacks kan je makkelijk meenemen voor onderweg in een lange autoreis naar frankrijk?,15.133.198.611.804.000,0,0,,0
Welke hapjes of snacks kan je maken met als thema Halloween?,Hoe kan ik mijn collega's laten schrikken met Halloween?,1.497.718.440.746.670,0,1,,2
Welke hapjes of snacks kan je maken met als thema Halloween?,wat kan je het beste aan doen naar het schoolfeest met als thema neon?,14.674.950.181.664.800,0,0,,0
Is een minecraft server force OP hack mogelijk?,Is dit een hack poging op mijn server?,22.345.611.670.379.100,0,0,,0
Is een minecraft server force OP hack mogelijk?,wat een goede hack voor minecraft servers?,19.484.411.813.577.200,1,1,,1
Is een minecraft server force OP hack mogelijk?,Is dit mogelijk of is dit een hack? (zie afbeelding),1.908.902.823.547.850,0,0,,0
Is een minecraft server force OP hack mogelijk?,Is het maken van een minecraft server veilig?,19.048.002.319.635.000,1,1,,1
Is een minecraft server force OP hack mogelijk?,Hoe een minecraft server backuppen?,18.381.064.052.603.800,0,1,,2
Is een minecraft server force OP hack mogelijk?,wie weet een download link voor de minecraft force op hack 1.2.5 zonder dat je allemaal van die offers moet doen wie weet zoon link?,1.837.828.028.849.710,0,0,,0
Is een minecraft server force OP hack mogelijk?,Is er een alternatief voor 24/7 minecraft hosting server?,18.210.149.559.433.100,0,0,,0
Is een minecraft server force OP hack mogelijk?,Vps op minecraft server?,18.097.551.372.771.700,0,0,,0
Is een minecraft server force OP hack mogelijk?,hoe maak je een minecraft server?,1.744.963.719.509.540,0,2,,4
Is een minecraft server force OP hack mogelijk?,Ik zoek een minecraft 1.4.6 server?,1.744.963.719.509.540,0,0,,0
Is een minecraft server force OP hack mogelijk?,wat is een goeie minecraft server?,1.744.963.719.509.540,0,1,,2
Wat mix je met pisang ambon ?,Is pisang ambon te mixen met cola?,314.106.717.905.825,1,1,,1
Wat mix je met pisang ambon ?,Hoe mix je meerdere liedjes met audacity?,14.921.084.782.268.200,0,0,,0
Wat mix je met pisang ambon ?,Italiaanse mix met witte wijn ?,14.201.628.516.871.500,0,0,,0
Wat mix je met pisang ambon ?,"Waar komt de uitspraak ""de pisang zijn"" vandaan?",14.015.685.823.554.900,0,0,,0
Wat mix je met pisang ambon ?,Wat is smart mix??,1.399.894.846.609.220,0,0,,0
Wat mix je met pisang ambon ?,welke fruitsoorten mix je samen?,13.557.421.631.465.600,0,0,,0
Wat mix je met pisang ambon ?,Hoe mix je een nummer?,13.557.421.631.465.600,0,0,,0
Wat mix je met pisang ambon ?,Waarmee mix je bacardi allemaal?,13.557.421.631.465.600,0,0,,0
Wat mix je met pisang ambon ?,Wat is een goed mix programma?,1.328.957.731.429.820,0,0,,0
Wat mix je met pisang ambon ?,Wat is een goede mix progamma?,1.328.957.731.429.820,0,0,,0
Wat mix je met pisang ambon ?,hoe kan je met een mix van muffins cupcakes maken?,13.035.070.021.549.300,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,Wat zijn de voor en nadelen van een kat en een poes ?,20.439.725.754.960.500,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,Wat zijn de voor en nadelen van n pc en laptop?,20.439.725.754.960.500,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,Wat zijn de voor en nadelen van een lease paard en een eigen paard?,1.961.335.429.799.190,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,"Wat zijn de voor en nadelen van vinyl, tegenover laminaat en vloerbedekking?",1.961.335.429.799.190,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,Wat zijn voor en nadelen van de nieuwe regels omtrent Kinderalimentarie en belastingaangifte?,18.851.206.170.587.500,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,wat zijn de voor- en nadelen van geslachtelijke en ongeslachtelijke voortplanting?,18.695.571.556.715.900,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,Wat zijn de voor- en nadelen van een rijstkoker en is het gezond koken?,1.845.757.620.471.670,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,"Wat zijn de voor- en nadelen van leer, nepleer, en stof?",18.149.352.357.672.800,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,wat zijn de voor en nadelen van kernenergie,1.783.038.340.641.720,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,Wat zijn de voor- en nadelen van een zweeftrein en het gebruik van magnetisme?,1.764.847.470.278.160,0,0,,0
Wat is een tweede hypotheek en wat zijn de voor en nadelen?,Wat zijn de voor en nadelen van de Philips DSR 7141 en de Homecast HS2100?,1.761.411.702.805.150,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,Tot hoelaat rijden er bussen in Girona (Spanje)?,27.376.798.352.822.800,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,Zijn kruisbogen legaal in Spanje > Malaga?,2.446.174.698.420.950,0,1,,2
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij wat vertellen over implantaten?,2.254.874.354.015.890,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij vertellen wat voor aansluitings kabel dit is? .,21.988.971.403.594.700,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij wat meer vertellen over de concentratiekampen in frankrijk?,2.190.947.256.309.040,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij wat vertellen over een sanibroyeur?,2.151.127.117.055.820,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij vertellen wat firmware betekend??,2.151.127.117.055.820,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij iets vertellen over de eidergans bijv. hoe snel is hij en wat is zijn leef gebied?,21.263.571.877.184.900,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij vertellen wat de sloopprijs van brons is?,2.103.993.195.486.510,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,wie kan mij wat vertellen over de kunstschilder Gabriel Hanedoes?,2.103.993.195.486.510,0,0,,0
wie kan mij vertellen hoe de lange afstand bussen in Spanje rijden en wat ca.de kosten zijn voor Malaga -Sevilla?,waarom rijden er bussen en trams?,2.077.522.678.400.670,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar ik broeken van het merk Sutherland kan kopen?,25.592.340.484.294.200,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar ik DAD Sportswear kleding kan kopen?,24.842.205.169.887.500,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar ik kleding Online kan kopen van Maik de Boer,23.473.986.254.203.000,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,wie weet een betrouwbaar site waar je merk kleding schoenen kan kopen bijv gucci prada ect?,2.233.260.792.316.920,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar ik betaalbare leuke vintage kleding en laarzen kan kopen?,2.194.620.280.387.230,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar ik cd's kan bestellen van het merk Nashua?,21.732.840.511.506.000,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar je knolpower kan kopen?,2.171.189.965.380.810,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet van welk merk deze slippers zijn en waar ik dat kan kopen?,21.516.593.123.761.800,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar je het goedkoopste vaatwastabletten kan kopen?,213.968.344.152.174,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie kent een goede groothandel waar je baby kleding kan kopen?,2.085.989.327.273.830,0,0,,0
Wie weet waar je kleding kan kopen van het merk Springfield?,Wie weet waar je dit jack kan kopen?,20.712.930.645.080.400,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Hoe kan je iemand zijn naam gegevens vinden als je die gene zijn bankpas gevonden hebt?,15.283.711.557.114.500,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Mag je sporten als je spanningshoofdpijn hebt?,1.499.632.250.992.320,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Mag je blowen als je pfeiffer hebt?,1.499.632.250.992.320,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Mag je een tekening maken van een foto die je van internet hebt geplukt?,14.863.592.840.204.300,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Wat moet je doen als je een gewond musje hebt gevonden?,14.838.626.321.928.000,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,"Hoe bewijs je dat je geld gevonden, en niet gestolen hebt?",14.838.626.321.928.000,0,1,,2
Mag je munten hoduen die je hebt gevonden ?,Kan dat je de ware al gevonden hebt vanaf je 15 ?,14.838.626.321.928.000,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Wat moet je doen als je een gewond musje hebt gevonden?,14.838.626.321.928.000,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Mag je diepvriesfrietjes die je 's middags hebt laten ontdooien 's avonds nog opbakken ?,14.286.013.947.907.300,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Mag je bloeddonor worden als je diabetes hebt?,14.273.061.196.061.000,0,0,,0
Mag je munten hoduen die je hebt gevonden ?,Mag je fietsen als je alcohol gedronken hebt?,14.273.061.196.061.000,0,0,,0
waardoor krijg je een maagperforatie?,hoe onstaat een afte. waardoor krijg je die?,15.046.336.241.461.500,0,0,,0
waardoor krijg je een maagperforatie?,Is er een gel waardoor ik krullen krijg?,1.305.314.255.776.760,0,0,,0
waardoor krijg je een maagperforatie?,Is er een middel waardoor je een volledige mooie baardgroei van krijg?,12.274.963.979.119.400,0,0,,0
waardoor krijg je een maagperforatie?,wat is een app waardoor je alerts krijg bij doelpunten tijdens voetbalwedstrijden voor android.,11.791.233.609.667.500,0,0,,0
waardoor krijg je een maagperforatie?,Is er een dieet waardoor je blijer wordt?,10.695.476.721.788.000,0,0,,0
waardoor krijg je een maagperforatie?,waardoor gebruiken je hersenen zoveel energie?,10.593.217.665.588.700,0,0,,0
waardoor krijg je een maagperforatie?,mijn thermostaatkraan laat door waardoor ik nergens echt warm water krijg?,10.523.522.810.331.100,0,0,,0
waardoor krijg je een maagperforatie?,Bestaan er accesoires waardoor je een betere conditie krijgt?,10.225.021.366.803.800,0,0,,0
waardoor krijg je een maagperforatie?,Is er gel waardoor ik golvend haar krijg? En sowieso meer volume?,1.011.459.310.449.220,0,0,,0
waardoor krijg je een maagperforatie?,waardoor ontstaat brainfreeze?,99.035.547.394.377,0,0,,0
waardoor krijg je een maagperforatie?,Is er een manier waardoor je minder erg ongesteld wordt?,9.794.209.498.724.430,0,0,,0
Wat voor soort vogel is dit?,Wat voor soort vogel is dit?,26.848.958.863.987.400,1,2,,3
Wat voor soort vogel is dit?,Wat voor soort vogel is dit?,26.848.958.863.987.400,1,2,,3
Wat voor soort vogel is dit?,Wat voor soort vogel is dit?,26.848.958.863.987.400,1,2,,3
Wat voor soort vogel is dit?,Wat voor soort vogel is dit?,26.848.958.863.987.400,1,2,,3
Wat voor soort vogel is dit?,Wat voor soort vogel is dit?,26.848.958.863.987.400,1,2,,3
Wat voor soort vogel is dit?,Welke soort vogel is dit?,22.626.552.907.823.700,1,2,,3
Wat voor soort vogel is dit?,watvoor soort vogel is dit?,22.626.552.907.823.700,1,2,,3
Wat voor soort vogel is dit?,Welke soort vogel is dit?,22.626.552.907.823.700,1,2,,3
Wat voor soort vogel is dit?,Wat voor vogel is dit?,21.312.525.007.972.600,1,2,,3
Wat voor soort vogel is dit?,Wat is dit voor vogel?,21.312.525.007.972.600,1,2,,3
Wat voor soort vogel is dit?,Wat voor vogel is dit?,21.312.525.007.972.600,1,2,,3
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom staan we op tijdens het schudden van de handen?,1.824.344.304.860.880,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom zwellen mijn aders op na het poepen?,17.492.399.895.666.200,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom krijg ik vaak een dood gevoel in mijn handen tijdens het fietsen?,16.596.924.067.060.100,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom zwellen mijn voeten soms zo erg?,16.587.204.033.574.700,0,1,,2
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom in de handen spugen voor het graven?,16.040.912.785.818.200,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom is het in Oostenrijk tijdens de zomer bijna alle dagen warmer dan in Belgie?,15.905.505.434.269.900,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Wat is een normale hartslag tijdens een stukje wandelen?,15.663.911.836.040.000,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom is er piekafvoer in de zomer?,154.579.463.629.832,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Hoe kan ik pijn in mijn scheenbenen en onderrug voorkomen tijdens/na het wandelen?,15.116.753.954.268.600,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom laat ik vaker spullen uit mijn handen vallen tijdens mijn menstruatie?,14.752.741.534.200.400,0,0,,0
Waarom zwellen handen in de zomer tijdens het wandelen?,Waarom wordt je haar lichter in de zomer,14.746.723.042.987.400,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga ik met dit gevoel om.,22.121.442.455.204.700,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga je er mee om als je je jaloers bent?,21.266.354.174.751.700,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga je met iemand om die liefdesverdriet heeft,19.743.672.951.421.600,0,1,,2
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga ik met iemand om die stemmingswisseling heeft?,19.743.672.951.421.600,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga je om met iemand die fibromyalgie heeft?,19.743.672.951.421.600,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe dom kun je zijn zonder dat je gek bent?,18.965.447.613.880.200,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga je om met iemand die van mening is dat hij het zeker weet?,1.892.101.973.108.900,0,1,,2
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga je om met iemand die een herbeleving heeft?,1.891.181.076.533.710,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga je om met iemand die flauwe grapjes maakt?,1.891.181.076.533.710,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,"Hoe ga je om met familie van je partner die je partner, waarschijnlijk onbewust, kwetst?",18.826.106.479.422.600,0,0,,0
Hoe ga je om met iemand die je constant het gevoel geeft dat je dom bent?,Hoe ga je om met het gevoel dat iemand op een forum oneerlijk is en/of eigenlijk hulp nodig heeft?,18.653.734.927.275.200,0,0,,0
Wat is DLC? (omscrijving),niezen ( Zie de omscrijving),1.721.429.120.357.920,0,0,,0
Wat is DLC? (omscrijving),Wat is het verschil tussen DLC Black Ops 2: Revolution & Season pass?,13.400.781.907.574.000,0,2,,4
Wat is DLC? (omscrijving),Zijn de Black Ops DLC maps nu gratis?,11.686.050.513.643.400,0,2,,4
Wat is DLC? (omscrijving),Wanneer komt de DLC Havoc voor PS4 uit?,11.686.050.513.643.400,0,2,,4
Wat is DLC? (omscrijving),wat is het verschil tussen een ''title update'' en DLC van de xbox360?,10.969.704.692.442.800,0,2,,4
Wat is DLC? (omscrijving),Moet je DLC kopen voor GTA V? Bijv. Import/Export,10.701.311.397.381.500,0,2,,4
Wat is DLC? (omscrijving),Is er een manier om gratis DLC op een PS3 te zetten?,10.268.660.862.000.300,0,2,,4
Wat is DLC? (omscrijving),"Als ik nu gta koop, moet ik dan ook alle DLC downloaden ?",10.268.660.862.000.300,0,2,,4
Wat is DLC? (omscrijving),Hoe zet je DLC op de ps3 in black ops 2 uit?,950.045.986.420.117,0,2,,4
